gravity  Non-wakeup,QTI,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801754526,3,0.108129896,-9.803956,0.20281196
801754536,3,0.108236775,-9.803953,0.20290306
801754546,3,0.10840892,-9.803951,0.20290583
801754556,3,0.10854073,-9.803952,0.20280267
801754566,3,0.108458035,-9.803952,0.2028216
801754576,3,0.10855549,-9.803947,0.20302399
801754586,3,0.10834601,-9.8039465,0.20316385
801754596,3,0.10852612,-9.803944,0.20320803
801754606,3,0.108603664,-9.803943,0.2032522
801754616,3,0.108628385,-9.80394,0.20335378
801754626,3,0.10866999,-9.803941,0.20327541
801754636,3,0.10874592,-9.803938,0.20334974
801754646,3,0.10876651,-9.803937,0.20340931
